Name               ;RA_J2000_deg ;De_J2000_deg  ;Type;Rad_deg      ;Dst_pc; E_B-V; Log_t;pmRA_mas;pmDe_mas;Reference          ;Aliases_and_associated_objects
ASCC_117           ;331.350000000;+62.2700000000;OC  ;0.1250000000 ;   994;  0.24;  6.45;  -1.34 ;  -2.59 ;Alessi GDR2        ;
ASCC_12            ;72.4000000000;+41.7438888889;OC  ;0.3033333333 ;  1063;  0.18;  8.39;  -0.63 ;  -2.79 ;Cantat-Gaudin 2020b;FoF_2323, Theia_501, SV_Per
ASCC_123           ;340.298750000;+53.9861111111;OC  ;1.2941666667 ;   235;  0.10;  7.99;  12.09 ;  -1.41 ;Cantat-Gaudin 2020b;Theia_117, UPK_177
ASCC_125           ;344.167916667;+62.7016666667;OC  ;0.0833333333 ;   870;      ;  6.36;  -0.61 ;  -2.28 ;2019ApJ...870...32K;Cep_B, Cep_OB3_B_East, BDSB_41, IRAS_22551+6221, KKC_45, Theia_27, Bica_207
ASCC_126           ;347.120000000;+51.1861111111;OC  ;2.3491666667 ;   772;      ;  8.98;  -2.32 ;  -4.43 ;Alessi GEDR3       ;Theia_1165
ASCC_127           ;347.205000000;+64.9738888889;OC  ;0.6266666667 ;   380;  0.14;  7.66;   7.47 ;  -1.75 ;Cantat-Gaudin 2020b;FoF_2004, Theia_32
ASCC_128           ;349.949166667;+54.4350000000;OC  ;0.5133333333 ;   663;  0.15;  8.44;   1.24 ;   0.19 ;Cantat-Gaudin 2020b;Theia_391, UPK_199
ASCC_129           ;352.027083333;+55.6130555556;OC  ;0.2166666667 ;  1791;      ;      ;  -2.03 ;  -1.56 ;Alessi GEDR3       ;Alessi_70, Alessi_J2327+55
ASCC_13            ;78.2550000000;+44.4169444444;OC  ;0.6091666667 ;  1114;  0.22;  7.65;  -0.47 ;  -1.74 ;Cantat-Gaudin 2020b;Theia_2043
ASCC_130           ;358.455833333;+62.4400000000;OC  ;0.1750000000 ;  2065;  0.56;  7.14;  -2.72 ;   0.00 ;Hunt 2021          ;
ASCC_16            ;81.1979166670; +1.6550000000;OC  ;0.3758333333 ;   352;  0.05;  7.09;   1.35 ;  -0.01 ;Cantat-Gaudin 2020b;25_Ori, Briceno_1, FoF_2367
ASCC_18            ;81.5691666670; +0.4269444444;OC  ;0.7400000000 ;   415;  0.08;  7.10;   0.20 ;   1.16 ;Kos 2019           ;
ASCC_19            ;81.9820833330; -1.9869444444;OC  ;0.6050000000 ;   361;  0.04;  7.14;   1.15 ;  -1.23 ;Cantat-Gaudin 2020b;Eta_Ori, Xi_Ori, Escorial_4, FoF_2372, UPK_411
ASCC_20            ;82.1350000000; +1.7919444444;OC  ;0.8000000000 ;   372;  0.08;  7.32;  -0.56 ;   0.67 ;Kos 2019           ;
ASCC_21            ;82.1791666670; +3.5269444444;OC  ;0.4100000000 ;   349;  0.03;  7.04;   1.40 ;  -0.63 ;Cantat-Gaudin 2020b;Psi-2_Ori, FoF_2369, Renou_19
ASCC_21a           ;82.9041666670; +2.2969444444;OC  ;0.7200000000 ;   357;  0.08;  7.10;   1.70 ;  -0.65 ;Kos 2019           ;
ASCC_23            ;95.0470833330;+46.7100000000;OC  ;0.3191666667 ;   627;  0.10;  8.48;   1.10 ;  -0.60 ;Cantat-Gaudin 2020b;FSR_746, Ferrero_16, FoF_2366, Theia_552, UPK_352
ASCC_29            ;103.570833333; -1.6700000000;OC  ;0.1366666667 ;  1059;  0.06;  7.97;  -1.01 ;  -1.02 ;Cantat-Gaudin 2020b;FoF_2303, Theia_2521, Theia_294
ASCC_30            ;104.270833333; -6.2300000000;OC  ;0.2700000000 ;  1115;  0.15;  8.24;  -1.59 ;  -0.17 ;Cantat-Gaudin 2020b;Alessi_35, Theia_2563
ASCC_31            ;105.270000000; +3.5300000000;OC: ;0.1700000000 ;  3470;      ;      ;  -0.71 ;   0.04 ;Alessi GEDR3       ;
ASCC_32            ;105.714166667;-26.5119444444;OC  ;0.6558333333 ;   813;  0.08;  7.81;  -3.31 ;   3.48 ;Cantat-Gaudin 2020b;Alessi_33, FoF_2271, Theia_87
ASCC_36            ;108.686250000;-21.0988888889;OC  ;0.1958333333 ;   942;      ;  8.51;  -2.23 ;   2.11 ;Alessi GEDR3       ;
ASCC_40            ;113.531250000;-13.8177777778;OC  ;0.1491666667 ;  5295;  0.26;  8.69;  -1.32 ;   1.60 ;Hunt 2021          ;
ASCC_41            ;116.674166667; +0.1369444444;OC  ;0.6791666667 ;   298;  0.02;  8.44;   0.65 ;  -3.99 ;Cantat-Gaudin 2020b;FoF_2430, Herschel_1, Theia_225, UPK_437
ASCC_44            ;120.100000000;-50.5000000000;OC  ;1.6250000000 ;   483;      ;      ;  -5.28 ;   5.67 ;2019A&A...621A.115C;Vela_Ring_J, FoF_2388, Theia_79, UBC_480, UPK_523
ASCC_45            ;123.907083333;-35.6400000000;OC  ;0.1000000000 ;  3195;  0.60;  7.19;  -2.75 ;   3.10 ;Alessi GDR2        ;
ASCC_5             ;14.4625000000;+55.8500000000;OC  ;0.1083333333 ;  1780;      ;  7.78;  -2.41 ;  -1.87 ;Alessi GEDR3       ;
ASCC_51            ;140.147916667;-69.8850000000;OC  ;0.2000000000 ;   562;      ;  8.37;  -7.75 ;   8.01 ;Cantat-Gaudin 2020b;UBC_260, Theia_185
ASCC_58            ;153.657083333;-55.0011111111;OC  ;0.5916666667 ;   485;  0.09;  7.72; -13.28 ;   2.79 ;Cantat-Gaudin 2020b;FoF_2414, Theia_143, UPK_554
ASCC_59            ;155.350000000;-57.8505555556;OC  ;0.1733333333 ;  2995;  0.89;  7.70;  -7.36 ;   3.80 ;Hunt 2021          ;
ASCC_6             ;26.8458333330;+57.7219444444;OC  ;0.1883333333 ;  1610;  0.30;  7.80;  -0.84 ;   0.21 ;Cantat-Gaudin 2020b;FoF_2074, Theia_2326
ASCC_60            ;158.287083333;-58.4819444444;OC  ;0.0900000000 ;  2550;  0.13;  8.24;  -7.02 ;   3.28 ;Alessi GEDR3       ;
ASCC_61            ;161.542083333;-56.8400000000;OC  ;0.0850000000 ;  4184;  0.23;  7.96;  -6.15 ;   2.67 ;Alessi GDR2        ;
ASCC_62            ;163.158333333;-60.0733333333;OC  ;0.2966666667 ;  2528;  0.39;  7.25;  -6.45 ;   2.08 ;Hunt 2021          ;UBC_263
ASCC_63            ;163.629166667;-60.5433333333;OC  ;0.1750000000 ;  4803;  0.62;  7.25;  -7.29 ;   2.99 ;Hunt 2021          ;AG_Car, Majaess_128
ASCC_64            ;165.650000000;-60.5669444444;OC  ;0.2666666667 ;  3470;  0.15;  8.01;  -6.22 ;   2.06 ;Alessi GEDR3       ;Alessi_91, XZ_Car, FoF_1031, FoF_1070
ASCC_65            ;168.140833333;-61.1427777778;OC  ;0.1733333333 ;  2363;      ;      ;  -5.85 ;   1.28 ;Castro-Ginard 2020 ;UBC_661
ASCC_66            ;168.367083333;-55.4369444444;OC  ;0.0966666667 ;  1001;  0.10;  7.76; -11.33 ;   2.97 ;Cantat-Gaudin 2020b;
ASCC_67            ;175.280000000;-61.0130555556;OC  ;0.1833333333 ;  2075;  0.28;  7.62;  -6.77 ;   0.92 ;Cantat-Gaudin 2020b;FoF_1574, FoF_2151
ASCC_71            ;185.032916667;-67.5088888889;OC  ;0.2550000000 ;  1272;  0.25;  8.05;  -9.27 ;  -1.35 ;Cantat-Gaudin 2020b;Theia_3299
ASCC_73            ;189.281250000;-67.2030555556;OC  ;0.9883333333 ;   659;  0.06;  8.36; -11.54 ;  -2.94 ;Cantat-Gaudin 2020b;Theia_338
ASCC_75            ;206.932916667;-62.3069444444;OC  ;0.1825000000 ;  2228;  0.36;  6.65;  -2.54 ;  -2.05 ;Hunt 2021          ;
ASCC_77            ;212.694166667;-62.3311111111;OC  ;0.1791666667 ;  1188;  0.28;  7.45;  -4.24 ;  -3.22 ;Cantat-Gaudin 2020b;Ferrero_15, FoF_2223, FoF_2310, Theia_2146
ASCC_79            ;229.730833333;-60.7980555556;OC  ;0.9800000000 ;   850;  0.20;  7.11;  -2.91 ;  -4.23 ;Cantat-Gaudin 2020b;ASCC_80, Alessi_25, Delta_Cir, FoF_2291, Theia_89, UPK_609, OGLE-GD-CEP-1752
ASCC_85            ;251.852916667;-45.5550000000;OC  ;0.3566666667 ;   894;  0.22;  7.67;   0.17 ;  -4.10 ;Cantat-Gaudin 2020b;Theia_156, UPK_635
ASCC_87            ;255.657916667;-28.4211111111;OC  ;0.3466666667 ;   787;  0.23;  8.54;  -1.18 ;  -3.81 ;Cantat-Gaudin 2020b;Theia_330, UPK_650
ASCC_88            ;256.885833333;-35.5638888889;OC  ;0.3716666667 ;   912;  0.55;  7.78;   0.92 ;  -3.28 ;Cantat-Gaudin 2020b;FoF_2334, Theia_195, UPK_646
ASCC_9             ;41.6708333330;+57.7430555556;OC  ;0.2150000000 ;  2463;  0.86;  6.97;   0.17 ;  -1.10 ;Cantat-Gaudin 2020b;FSR_615, FoF_177
ASCC_93            ;272.040000000;-22.2800000000;OC  ;0.1150000000 ;  1348;  0.43;  6.66;   0.49 ;  -1.52 ;Alessi GDR2        ;
ASCC_95            ;274.012083333;-25.7050000000;OC  ;0.1300000000 ;  1182;  0.29;  8.22;  -0.76 ;  -2.06 ;Alessi GDR2        ;
ASCC_99            ;282.170000000;-18.4880555556;OC  ;0.6433333333 ;   297;  0.15;  8.63;   5.19 ;  -1.31 ;Cantat-Gaudin 2020b;FoF_2281, Theia_518
AWG_1              ;76.7304166670; -3.3244444444;EC  ;0.0983333333 ;   381;      ;      ;   0.58 ;  -0.98 ;Alessi GEDR3       ;NGC_1788, Alessi_196
AWG_2              ;76.8291666670; -6.2619444444;EC  ;0.1325000000 ;   289;      ;      ;   0.73 ;  -3.68 ;Alessi GEDR3       ;
AWG_5              ;82.8483333330;+12.1680555556;EC  ;0.0833333333 ;   390;      ;      ;   0.73 ;  -0.67 ;Alessi GEDR3       ;Bica_286, HI_Ori, HK_Ori, GN_05.28.8
AWG_6              ;89.6525000000;-13.4966666667;EC  ;0.1733333333 ;   673;      ;      ;  -1.73 ;   1.72 ;Alessi GEDR3       ;
Aladin_19          ;117.052916667;-36.1466666667;OC  ;0.0150000000 ;  9000;      ;      ;  -1.14 ;   2.29 ;Alessi GDR2        ;ALS_795
Aladin_20          ;117.164166667;-33.8433333333;OC  ;0.0300000000 ;  3700;      ;      ;  -1.98 ;   3.14 ;Alessi GDR2        ;ALS_802
Aladin_3           ;188.082500000;-61.7211111111;OC  ;0.0583333333 ;  3110;      ;  6.34;  -6.50 ;  -0.14 ;Alessi GEDR3       ;
Aladin_5           ;191.604166667;-64.1911111111;EC  ;0.0100000000 ;  3450;      ;      ;  -5.38 ;  -0.68 ;Alessi GEDR3       ;
Aladin_6           ;192.178333333;-62.9641666667;OC  ;0.0583333333 ;  3180;      ;      ;  -5.65 ;  -0.51 ;Alessi GEDR3       ;
Aladin_A           ;280.404166667; -6.4666666667;OC  ;0.0366666667 ;  3400;      ;      ;  -1.18 ;  -3.51 ;Alessi GEDR3       ;
Aladin_D           ;278.782500000; -8.0888888889;OC  ;0.0666666667 ;  2270;      ;      ;  -0.04 ;  -1.30 ;Alessi GEDR3       ;
Aladin_E           ;275.724166667;-13.1688888889;OC  ;0.0458333333 ;  1840;      ;      ;   0.39 ;  -1.60 ;Alessi GEDR3       ;ALS_4988
Alcaeus            ;58.5300000000;+31.9800000000;OC  ;1.7000000000 ;   294;      ;  6.60;   6.30 ;  -9.80 ;arXiv:2102.08263v1 ;PST_2
Alessi-Teutsch_11  ;304.127083333;+52.0511111111;OC  ;0.2566666667 ;   658;  0.09;  8.21;  -0.14 ;  -1.29 ;Cantat-Gaudin 2020b;ASCC_112, Alessi_46, Alessi_J2016+5204, FoF_2358, Theia_397, UPK_133
Alessi-Teutsch_12  ;255.420833333;-58.9808333333;OC  ;0.4891666667 ;   613;  0.13;  7.94;  -2.13 ;  -8.95 ;Cantat-Gaudin 2020b;ASCC_86, Alessi_J1701-5857, Theia_257, UPK_625
Alessi-Teutsch_3   ;118.227916667;-53.0219444444;OC  ;0.4908333333 ;   706;  0.19;  8.11;  -5.38 ;   8.93 ;Cantat-Gaudin 2020b;ASCC_42, Alessi_30, Theia_150
Alessi-Teutsch_5   ;332.217916667;+61.1030555556;OC  ;0.4266666667 ;   900;  0.36;  7.17;  -1.90 ;  -3.21 ;Cantat-Gaudin 2020b;ASCC_118, Alessi_27
Alessi-Teutsch_8   ;180.649166667;-60.9350000000;OC  ;0.2983333333 ;  1034;  0.18;  8.17;  -6.62 ;   1.63 ;Cantat-Gaudin 2020b;ASCC_68, FoF_2239, Theia_498, UPK_572
Alessi_1           ;13.3429166670;+49.5361111111;OC  ;0.2491666667 ;   719;  0.10;  8.89;   6.54 ;  -6.25 ;Cantat-Gaudin 2020b;LeDrew_1, Casado_1, Kupco_8, Santa_21, TC_0053+4934, Theia_1254, UPK_245
Alessi_10          ;301.232916667;-10.5550000000;OC  ;0.2658333333 ;   448;  0.19;  8.24;   1.47 ;  -7.88 ;Cantat-Gaudin 2020b;LeDrew_3, Theia_535
Alessi_105         ;124.000000000; +7.0000000000;OC  ;1.5000000000 ;   538;      ;      ;  -8.25 ;  -1.30 ;Alessi GEDR3       ;
Alessi_106         ;102.421666667;-24.1013888889;OC  ;0.0500000000 ;   210;      ;      ;  -0.16 ; -13.16 ;Alessi GEDR3       ;
Alessi_108         ;307.424583333;+19.4733333333;OC  ;0.3750000000 ;   553;      ;  8.20;   3.48 ;  -3.71 ;Alessi GEDR3       ;
Alessi_109         ;172.859583333;+63.8800000000;OC  ;2.1241666667 ;   246;      ;  8.50;  11.72 ;   1.87 ;Alessi GEDR3       ;
Alessi_12          ;310.875000000;+23.8711111111;OC  ;0.6816666667 ;   551;  0.08;  8.12;   4.30 ;  -4.64 ;Cantat-Gaudin 2020b;FoF_2391, LeDrew_2, Theia_254, UPK_95
Alessi_122         ;99.0875000000;+10.9052777778;EC  ;0.0250000000 ;  3846;      ;      ;  -0.41 ;  -1.03 ;Alessi GDR2        ;ESO-HA_308
Alessi_13          ;51.7616666670;-35.8211111111;OC  ;1.3608333333 ;   104;  0.02;  8.23;  36.33 ;  -4.71 ;Cantat-Gaudin 2020b;Chi_For, Chi-2_For, Harrington_2, OPD_19, Ramakers_26, Slotegraaf_3
Alessi_137         ;357.825833333;-18.6866666667;OC  ;0.8333333333 ;   100;      ;  8.36;  27.24 ;  -3.63 ;Alessi GEDR3       ;Alessi_231, MAF_4
Alessi_15          ;100.767083333; +1.6719444444;OC  ;0.0083333333 ; 10753;  0.42;  9.19;  -0.18 ;   0.47 ;Cantat-Gaudin 2020b;
Alessi_16          ;100.894583333; +2.1733333333;EC  ;0.0108333333 ;  3984;  0.45;  8.85;  -0.48 ;   0.34 ;Alessi GDR2        ;IRAS_06409+0213
Alessi_17          ;113.852916667;-15.0980555556;OC  ;0.0216666667 ;  3788;      ;  8.22;  -1.53 ;   1.56 ;2020A&A...633A..99C;FoF_1410
Alessi_174         ;106.512500000; -9.4750000000;OC  ;0.1000000000 ;  3333;      ;      ;  -1.04 ;   0.90 ;Alessi GDR2        ;Rouault_7, Santa_75
Alessi_18          ;114.295000000;-26.3861111111;OC  ;0.0191666667 ;  7937;  0.65;  8.91;  -1.26 ;   1.79 ;Cantat-Gaudin 2020b;
Alessi_19          ;274.740833333;+12.3111111111;OC  ;0.5950000000 ;   585;  0.05;  7.83;  -1.00 ;  -7.07 ;Cantat-Gaudin 2020b;LeDrew_5
Alessi_2           ;71.6020833330;+55.1988888889;OC  ;0.5541666667 ;   629;  0.17;  8.57;  -0.90 ;  -1.05 ;Cantat-Gaudin 2020b;LeDrew_4, Santa_25, Theia_847, UPK_320
Alessi_20          ;2.59291666700;+58.7419444444;OC  ;0.2350000000 ;   433;  0.22;  6.97;   8.20 ;  -2.34 ;Cantat-Gaudin 2020b;Cas_R2, FoF_2409, Theia_34
Alessi_204         ;107.365000000;-12.0550000000;OC  ;0.1550000000 ;  1127;      ;      ;  -3.27 ;   0.98 ;Alessi GEDR3       ;CMa_OB1B
Alessi_21          ;107.690000000; -9.3630555556;OC  ;0.4666666667 ;   581;  0.09;  7.76;  -5.47 ;   2.60 ;Cantat-Gaudin 2020b;Escorial_16, FoF_2410, UPK_449
Alessi_22          ;356.945000000;+36.1875000000;OC  ;1.4125000000 ;   370;      ;  8.92;  -4.52 ; -11.94 ;Alessi GEDR3       ;Theia_1106, V707_And
Alessi_24          ;260.764166667;-62.6930555556;OC  ;0.4658333333 ;   486;  0.10;  7.45;  -0.49 ;  -9.00 ;Cantat-Gaudin 2020b;ASCC_89, FoF_2389, Theia_175, Theia_452, UPK_623
Alessi_29          ;72.3583333330;+10.6813888889;OC  ;0.1000000000 ;   401;      ;      ;  -1.22 ;  -2.01 ;Alessi GEDR3       ;Lotkin-Popova_15
Alessi_3           ;109.275000000;-46.1419444444;OC  ;1.5408333333 ;   280;  0.10;  8.86;  -9.88 ;  11.96 ;Cantat-Gaudin 2020b;FoF_2434, Theia_1011, UPK_505
Alessi_31          ;267.697916667;-11.8530555556;OC  ;0.3308333333 ;   677;  0.62;  8.22;  -1.16 ;  -4.12 ;Cantat-Gaudin 2020b;ASCC_92, FoF_2356, Theia_739, UPK_11
Alessi_37          ;341.960833333;+46.3419444444;OC  ;0.4233333333 ;   723;  0.18;  8.25;   0.35 ;  -1.57 ;Cantat-Gaudin 2020b;ASCC_124, Theia_349, UPK_170
Alessi_40          ;279.262916667;-19.1388888889;OC  ;0.1400000000 ;   575;  0.40;  8.05;  -2.33 ;  -6.51 ;Cantat-Gaudin 2020b;ASCC_97, FoF_2405, Theia_462, UPK_6
Alessi_41          ;264.777083333;-34.8738888889;OC  ;0.3883333333 ;   584;  0.29;  8.81;  -1.63 ;  -2.68 ;Cantat-Gaudin 2020b;ASCC_90, Theia_948
Alessi_43          ;132.630833333;-41.7380555556;OC  ;0.2900000000 ;   969;  0.30;  6.91;  -5.55 ;   3.87 ;Cantat-Gaudin 2020b;ASCC_50, FoF_2234, Theia_28, UPK_516, Vel_T2
Alessi_44          ;295.325000000; +1.5919444444;OC  ;1.2958333333 ;   668;  0.28;  8.20;   0.46 ;  -2.33 ;Cantat-Gaudin 2020b;ASCC_106, Theia_125, UPK_49
Alessi_45          ;180.200000000;-61.3902777778;OC  ;0.2166666667 ;  2420;      ;      ;  -6.03 ;   0.44 ;Alessi GEDR3       ;Alessi_J1200-6123
Alessi_49          ;154.066666667;-57.3483333333;EC  ;0.0066666667 ;  3530;      ;      ;  -5.55 ;   3.51 ;Alessi GEDR3       ;
Alessi_5           ;160.819166667;-61.0811111111;OC  ;0.5416666667 ;   400;  0.17;  7.74; -15.41 ;   2.50 ;Cantat-Gaudin 2020b;FoF_2407, UPK_561
Alessi_50          ;95.5141666670;+21.0708333333;OC  ;0.0258333333 ;  3190;      ;  9.10;   0.27 ;   1.30 ;Alessi GEDR3       ;DSH_J0622+2104, FSR_901
Alessi_52          ;183.260000000;-62.7080555556;OC  ;0.0191666667 ;  5100;      ;  9.15;  -6.25 ;   0.64 ;Alessi GEDR3       ;Alessi_J1213-6242, FSR_1606, FoF_1125, FoF_1596, VVV-CL_101
Alessi_53          ;97.3520833330; +9.1800000000;OC  ;0.0216666667 ;  5051;  0.64;  8.40;   0.43 ;  -0.20 ;Cantat-Gaudin 2020b;DC_7, FSR_986
Alessi_56          ;286.723333333; +9.5852777778;OC  ;0.0150000000 ;  4274;  2.09;  8.59;  -1.66 ;  -5.17 ;Alessi GDR2        ;Mercer_19
Alessi_57          ;290.225416667;+15.6761111111;OC  ;0.0208333333 ;  5747;  1.99;  8.65;  -2.01 ;  -4.85 ;Alessi GDR2        ;FSR_130
Alessi_58          ;96.4387500000;+19.9119444444;OC  ;0.0533333333 ;  3680;      ;  8.20;  -0.02 ;  -0.52 ;Alessi GEDR3       ;Bochum_1, DSH_J0625+1954, FSR_912
Alessi_59          ;103.074166667; +2.1955555556;OC  ;0.0083333333 ;  4651;      ;  8.76;  -0.61 ;   0.22 ;Wilton26Out        ;
Alessi_6           ;220.057916667;-66.1269444444;OC  ;0.2941666667 ;   909;  0.23;  8.70; -10.47 ;  -5.56 ;Cantat-Gaudin 2020b;FoF_2277, Theia_996, UPK_597
Alessi_60          ;105.619166667; -1.1200000000;OC  ;0.0483333333 ;  2976;  0.28;  8.45;  -0.83 ;  -0.65 ;Cantat-Gaudin 2020b;Alessi_J0702-0108, FoF_1395, Theia_2826
Alessi_62          ;284.025833333;+21.5969444444;OC  ;0.2558333333 ;   629;  0.18;  8.96;   0.24 ;  -1.07 ;Cantat-Gaudin 2020b;FoF_2357, Theia_1131, UPK_58
Alessi_65          ;101.083333333; +6.9791666667;OC  ;0.0291666667 ;  4260;      ;      ;  -0.10 ;  -0.55 ;Alessi GEDR3       ;
Alessi_72          ;106.508333333;-16.0563888889;OC  ;0.1000000000 ;  1211;      ;      ;  -3.11 ;   1.77 ;Alessi GEDR3       ;
Alessi_74          ;186.283333333;-65.1119444444;OC  ;0.2000000000 ;  1760;      ;      ;  -5.60 ;  -0.53 ;Alessi GEDR3       ;
Alessi_78          ;132.420833333;-47.5800000000;OB  ;0.3833333333 ;  1970;      ;      ;  -5.03 ;   4.51 ;Alessi GEDR3       ;
Alessi_8           ;232.407916667;-51.2269444444;OC  ;0.2241666667 ;   676;  0.09;  8.14;  -5.90 ;  -5.73 ;Cantat-Gaudin 2020b;Theia_335, UPK_619
Alessi_80_A        ;267.750000000;-38.4750000000;OC  ;0.2416666667 ;  1101;      ;      ;   3.50 ;  -2.35 ;Alessi GEDR3       ;Melnik-Efremov_5, Sco_OB5
Alessi_80_B        ;268.150000000;-38.6333333333;OC  ;0.3000000000 ;  1173;      ;      ;   2.89 ;  -1.76 ;Alessi GEDR3       ;Melnik-Efremov_5, Sco_OB5
Alessi_82          ;197.454166667;-64.6383333333;OC  ;0.2500000000 ;   560;      ;      ; -11.06 ;  -7.23 ;Alessi GEDR3       ;
Alessi_87          ;256.191250000;-51.4116666667;OC  ;0.0500000000 ;  1144;      ;      ;  -0.61 ;  -1.18 ;Alessi GDR2        ;
Alessi_9           ;265.973750000;-47.0280555556;OC  ;1.7300000000 ;   207;  0.05;  8.55;   9.92 ;  -9.16 ;Cantat-Gaudin 2020b;Theia_598
Alessi_95          ;43.0625000000;+68.8886111111;OC  ;0.5000000000 ;   443;  0.33;  8.20;   1.53 ;  -7.92 ;Alessi GDR2        ;Cas_R1, SU_Cas, FoF_2428, Theia_123, UPK_275
Alessi_J0618+1454  ;94.5375000000;+14.8933333333;OC  ;0.1166666667 ;  2346;      ;      ;  -0.47 ;  -1.88 ;Alessi GEDR3       ;Saloranta_J0618+1454, TYC_743-237
Alessi_J0622+2114  ;95.6083333330;+21.2472222222;OC  ;0.0250000000 ;  3250;      ;      ;  -0.33 ;  -0.14 ;Alessi GEDR3       ;
Alessi_J1121-6059  ;170.462500000;-60.9950000000;OC  ;0.0416666667 ;  3880;      ;      ;  -5.61 ;   1.53 ;Alessi GEDR3       ;Slotegraaf_34
Alessi_J1127-6134  ;171.920833333;-61.5725000000;OC? ;0.2500000000 ;  1940;      ;      ;  -6.86 ;   1.25 ;Alessi GEDR3       ;
Alessi_J1249-6131  ;192.354166667;-61.5200000000;OC  ;0.0175000000 ;  3040;      ;      ;  -7.28 ;  -0.60 ;Alessi GEDR3       ;
Alessi_J1616-5136  ;244.058333333;-51.6113888889;OC  ;0.0416666667 ;  3930;      ;      ;  -3.58 ;  -3.84 ;Alessi GEDR3       ;
Alessi_J1816-1529  ;274.066666667;-15.4763888889;OC  ;0.2500000000 ;  1590;      ;      ;  -0.42 ;  -0.90 ;Alessi GEDR3       ;
